,xyz_vaccine,seasonal_vaccine
1542,1.4139811774213563e-14,1.3718731318450897e-14
1543,1.656556225984206e-16,1.416276741932874e-16
1544,4.370003656569387e-20,3.303481443080547e-19
1545,3.3621793977092944e-23,7.298805400215797e-24
1546,3.086789143986107e-12,2.182502294388825e-12
1547,3.332779002407667e-17,1.937473829509839e-16
1548,1.599193571110577e-14,4.813453766160066e-14
1549,3.094597498585907e-23,7.184938301359576e-23
1550,4.947428440016407e-18,2.945070706159194e-18
1551,3.396121710065734e-19,7.237969633001265e-19
1552,2.873440180639732e-19,2.260929090617621e-19
1553,3.4259722652837675e-20,1.0568890431755852e-19
1554,1.9566453023065604e-17,9.658057448239862e-17
1555,4.5188038576269235e-14,1.6022851476985505e-13
1556,2.2900684498162274e-24,2.3045716742427825e-24
1557,2.615390381572129e-18,2.442777808624185e-17
1558,1.3172229170541933e-13,6.903566787931538e-14
1559,5.793414144694356e-18,9.364029139145742e-18
1560,1.6354438158291077e-13,1.8452686864411238e-13
1561,4.1582337063724135e-16,5.265659513305655e-16
1562,3.4951315879368666e-13,1.7682551588482525e-12
1563,2.3465132624203496e-15,2.050826677119361e-15
1564,4.027141788516344e-15,1.3390355874094858e-14
1565,1.167420068671364e-16,3.632406453599639e-16
1566,4.899188555195848e-15,2.8195679589992003e-14
1567,5.163387869231186e-15,1.2214813781683137e-15
1568,6.349268664227389e-14,1.2223735519894448e-13
1569,4.825780317475025e-13,1.0477857573582654e-12
1570,4.0479000679674353e-16,2.500689121106409e-15
1571,8.677856235915432e-18,2.422094942585899e-17
1572,1.0897675942893965e-15,4.049793186907756e-16
1573,3.5061017479442197e-16,1.0662256108062123e-15
1574,1.1852021584302315e-18,3.625732404868214e-18
1575,9.731805905789601e-13,1.384225883130114e-12
1576,2.4745042372542405e-16,4.0540827255354653e-16
1577,6.064858242600761e-15,1.243972299225901e-14
1578,4.0424303983647896e-15,1.7894053587084598e-14
1579,2.898278798723051e-17,4.0623696433728393e-17
1580,2.6699913024852195e-13,4.005670829938417e-13
1581,3.724660400490588e-15,5.0219773909619844e-15
1582,1.0706610892622182e-17,4.039109291341548e-17
1583,1.3381532996509936e-18,7.689620860195098e-19
1584,6.329657528400495e-15,3.1398372554951846e-14
1585,7.28627873919565e-17,4.2154739155545887e-16
1586,6.04482391060567e-16,9.799224229693866e-16
1587,9.249776785553533e-18,3.2741466999048196e-17
1588,6.808357746838488e-16,3.481406367864971e-16
1589,1.4769306321246448e-21,1.7052064009358796e-21
1590,4.127445985288299e-18,2.3800109116035227e-17
1591,4.300397451520895e-13,3.6726747065780127e-13
1592,1.1528835662451e-17,7.589701182283867e-17
1593,1.0555775024327715e-16,1.7935808535465228e-16
1594,3.839311274281e-14,1.2376938352429178e-13
1595,1.0687035136618256e-14,1.0143785072902634e-13
1596,4.721924933189683e-17,1.6645510452725596e-16
1597,2.2674771997777093e-15,2.3955122390250608e-15
1598,2.515213189270609e-15,3.5633708803558407e-16
1599,4.40396591060378e-17,7.583757488999744e-17
1600,1.9829472365942376e-19,6.476404499649064e-19
1601,4.371176865807927e-17,6.959870970227852e-17
1602,1.550254696917894e-22,4.936104786743699e-22
1603,4.429934898021735e-15,3.83899203743477e-15
1604,1.8117442294218586e-23,3.108178597587145e-23
1605,1.785575982132752e-19,1.975644036015579e-19
1606,7.69583540833352e-17,2.63130258324049e-16
1607,1.8427205616248846e-15,5.363139581902047e-15
1608,2.5313937381431718e-20,7.29118721445361e-20
1609,1.0044674174859105e-16,3.2498382825247475e-16
1610,3.235493262499117e-15,1.2234515007195877e-14
1611,5.931478365237217e-16,2.3411079462618732e-15
1612,2.65898953451896e-21,8.629479768499471e-21
1613,2.9130583446128527e-15,2.438790433614934e-15
1614,3.2236687683575933e-13,6.53204806655355e-13
1615,3.703790492262933e-17,1.2733714121507487e-16
1616,1.3432099521805823e-15,4.289784291829775e-15
1617,1.585102032246124e-14,8.89211975217242e-14
1618,2.459215335605644e-15,2.08660915988468e-15
1619,5.2148415236446046e-17,2.1036034301819828e-16
1620,7.896124933854758e-17,7.799776855917402e-16
1621,2.0566771364038008e-16,1.2553518927663516e-15
1622,7.741809423084636e-18,5.995704251130572e-18
1623,9.874266098581939e-15,1.4145687170023633e-14
1624,1.2461821734572863e-20,8.760095562641455e-20
1625,8.84744092270852e-17,3.7752015344057724e-16
1626,1.458061619837818e-15,6.185251071383996e-15
1627,2.9861233416136256e-19,8.447217781300421e-19
1628,2.0825711123453823e-19,1.1059779555902174e-18
1629,1.2473740243201505e-17,2.2194966993983822e-17
1630,4.051802752340195e-16,3.0891511981048125e-15
1631,5.487247353267815e-14,2.483777986251151e-13
1632,1.0497337132074334e-18,1.0241382284876809e-18
1633,9.633771398162653e-18,1.2589590324494698e-17
1634,1.354931685324247e-16,4.953930393831997e-16
1635,5.115745209368314e-14,6.883613770013807e-14
1636,3.148429462637159e-23,7.228128797047542e-23
1637,5.841895191228446e-22,2.3877596992453334e-21
1638,1.4316137044653581e-18,7.590911898089655e-18
1639,1.2048505642663661e-17,2.1500519067744375e-17
1640,2.2414235343277364e-14,5.279152767614891e-14
1641,8.901183771372466e-17,1.247371047330997e-16
1642,1.7925211992105564e-18,2.1535190823927045e-18
1643,1.420347621588352e-18,1.0814248516006092e-17
1644,1.2586359636664386e-13,1.0397205324435747e-13
1645,4.992324528647345e-16,2.4740193947912244e-15
1646,1.1319862269707447e-22,1.0342666204910591e-22
1647,3.527154204299579e-17,8.728585089978347e-17
1648,4.867430297984528e-13,3.1969627751759206e-13
1649,1.9203249608168886e-15,2.2739952341334706e-15
1650,3.50403261521e-22,6.472486953027244e-22
1651,3.528539878727535e-16,1.8647431304654956e-15
1652,2.098345668813233e-13,4.2949510005392207e-13
1653,1.051363690333104e-13,4.078296678910957e-13
1654,7.964716959823644e-13,1.0975532794572615e-12
1655,9.804236818709592e-16,2.0560137372433459e-16
1656,4.3484384114789625e-14,1.3169401578039554e-13
1657,1.183325402446938e-13,1.172489663404537e-13
1658,1.3304687248042223e-16,4.3760697962734366e-16
1659,1.1008831909139552e-16,8.011777058268749e-17
1660,3.124372464404156e-14,4.817797777868049e-14
1661,7.56483195332725e-21,1.4362769120114867e-20
1662,1.2588226491432672e-20,7.316880422273912e-20
1663,1.5650968924154664e-15,8.804985495519159e-16
1664,4.300093755250764e-19,2.3497936977727327e-18
1665,1.286917854490274e-13,4.3327016027161165e-13
1666,4.850817806141875e-14,8.963498756954466e-14
1667,1.5442830059116596e-16,2.2111376886925814e-16
1668,1.6599963074307567e-14,4.5594949939872716e-14
1669,6.94395538420395e-13,3.585438689165152e-13
1670,5.330078683235675e-17,2.2845672236930204e-16
1671,4.128206979052809e-19,2.151149052788827e-18
1672,7.079505507962029e-20,1.809034211275268e-19
1673,2.3422955553427427e-20,1.879184791107081e-21
1674,2.2034778198830667e-18,1.005467918036429e-17
1675,1.2454763657366496e-17,4.894186685162776e-18
1676,4.49231402346601e-14,9.08506845739269e-14
1677,8.304097880062523e-17,5.689238001185585e-16
1678,6.614490867172118e-18,2.784930267487161e-17
1679,8.078219693504436e-16,8.926103448586671e-16
1680,9.517553486225332e-17,3.9010496279917224e-17
1681,3.716953078020343e-14,1.2858546526328488e-13
1682,4.389233377089118e-18,2.042853123795973e-17
1683,4.6894327731734905e-22,1.7805182136845764e-21
1684,6.821597601996664e-21,3.4284906836064355e-20
1685,1.6845726072288006e-14,1.4718077827832737e-14
1686,2.1944165625518277e-19,1.2982987611738795e-18
1687,5.60699220885581e-16,4.08594769304266e-15
1688,3.128842210823108e-22,8.594261665221046e-22
1689,3.9508180057122737e-16,1.4234964285414915e-15
1690,4.2943464591045053e-13,8.942695941350594e-13
1691,3.52187419529682e-17,1.018597828770844e-17
1692,2.118103779591846e-15,1.9154978895179166e-14
1693,9.424538426072182e-15,1.981865173003014e-14
1694,5.524096339318471e-16,9.873770276721474e-16
1695,1.4290608340029307e-17,2.2139239247441468e-17
1696,3.858037963603562e-20,5.156418305145448e-20
1697,5.249917751181536e-13,6.953507494134409e-13
1698,4.666143840267814e-18,6.103816087306075e-18
1699,6.0337951666583295e-22,3.3032378385707842e-21
1700,8.494956717731753e-22,4.33095673890828e-21
1701,1.2564264374739904e-11,1.8097716347051895e-11
1702,5.564305091155453e-16,7.317554896431651e-16
1703,1.5502864816317918e-17,7.23273277029999e-17
1704,7.285968776281568e-17,5.828415216241452e-16
1705,5.2908532004827536e-14,2.9067363074894674e-13
1706,3.827615963812602e-15,6.558564427650457e-15
1707,3.886855914152914e-19,1.2188127093721551e-18
1708,1.236006344080208e-16,4.95132196968114e-16
1709,1.7596099382747374e-11,3.079354792581893e-11
1710,1.249014953583418e-17,5.0421583413287517e-17
1711,2.874208183100781e-16,3.2325696051992644e-16
1712,2.69510738338668e-20,5.77269552712564e-20
1713,2.0519015045651764e-16,2.44310855323749e-16
1714,4.678178925897773e-14,4.673829175909649e-14
1715,9.135617320974208e-18,4.467427726808687e-17
1716,1.2081583515597315e-14,1.1514507716155034e-14
1717,8.040340072521166e-19,1.147442562019225e-18
1718,3.6758904803512804e-17,3.1314641031053683e-17
1719,9.611725099907839e-15,6.152437114856557e-15
1720,2.0563299875936127e-13,1.9793339478594808e-13
1721,5.624436851378539e-17,2.8333927584136553e-16
1722,1.6907039452800868e-13,2.8207578553213004e-13
1723,1.0088278826981197e-15,5.118791344551374e-16
1724,8.43016252495371e-16,4.636582450699227e-15
1725,1.798544138259785e-20,6.663719628355142e-20
1726,3.29799082604633e-14,2.0805966538957572e-13
1727,7.626609126744608e-19,3.3240883424203616e-18
1728,2.5494414673808826e-18,3.653328449690678e-18
1729,1.4446871323603797e-14,1.595297835870721e-14
1730,2.5050612567186307e-22,1.4078035996714583e-22
1731,3.397700487434751e-14,1.3586924878034758e-13
1732,5.868578491747948e-16,3.84147669978156e-16
1733,3.221889944602034e-12,2.374953637144499e-12
1734,2.1850392586502135e-15,1.1711940840952989e-14
1735,2.0351814062288451e-16,4.041647877650667e-16
1736,4.485847390884117e-19,1.7997408280661827e-18
1737,1.0303731287077906e-12,1.718351340572479e-12
1738,6.812405820106854e-15,5.638330000502887e-15
1739,1.0997927499004933e-16,1.4367072653727777e-16
1740,1.2758240764489066e-13,2.543305945307759e-13
1741,3.283514173754247e-22,1.3655497150432248e-22
1742,6.114214705105762e-16,1.925076598480625e-15
1743,3.115673927025234e-21,6.424406248842595e-22
1744,4.011555848713865e-18,1.3801011238408272e-17
1745,2.5110795006915083e-18,1.0297988819099956e-17
1746,1.0787693021155973e-19,2.088137130512048e-19
1747,2.978319482302936e-18,8.290946051581085e-18
1748,2.841118982355161e-17,1.5399029204845176e-16
1749,2.4933981992106387e-15,1.8408035269672945e-15
1750,5.2803887365690475e-15,2.242437369337236e-15
1751,3.1152867528965105e-17,2.8792673257058466e-17
1752,1.3439544609552276e-14,7.77774171808903e-14
1753,2.5337801099614826e-15,2.8736136067390484e-16
1754,1.174757492424746e-16,5.700420784861872e-17
1755,1.1702084073780764e-15,7.211966947209077e-16
1756,6.028577101165449e-13,3.6137324957251717e-13
1757,1.7377057683036932e-14,1.9727032484876823e-14
1758,5.310485833992404e-18,1.3286864715500912e-17
1759,2.4009279383742036e-19,1.8431357004460193e-19
1760,4.0148796009475776e-23,4.960158893947975e-24
1761,2.9815361182907263e-16,8.752628708216484e-16
1762,5.17907908306648e-20,2.8803021557870896e-20
1763,4.364884186610906e-16,2.128944080170235e-15
1764,3.326365918303536e-15,1.2613253672345955e-14
1765,6.469531979831961e-14,1.8384592888552047e-13
1766,4.684462048783478e-19,3.0610746152139167e-18
1767,2.2486237553113837e-14,3.990086079047455e-14
1768,4.616626556578268e-14,7.03197359366307e-14
1769,2.3116058261231163e-18,1.2100530627679488e-17
1770,4.305694613228794e-15,8.307734451571426e-15
1771,1.8675971956993243e-15,8.230469927040066e-16
1772,8.693669066820849e-15,1.9269890667183093e-14
1773,1.3140408172405864e-16,3.22420427518451e-16
1774,6.641897466616479e-17,1.7717553952487087e-16
1775,4.65071683799861e-19,3.055751983549595e-20
1776,3.3871589949697637e-12,1.417376920573453e-12
1777,6.406661126940799e-13,1.6632437526352815e-12
1778,4.0647358916357155e-15,6.7632118051917005e-15
1779,5.17406652936764e-14,2.3363115411493137e-13
1780,1.0856307863912734e-14,4.054244364096827e-15
1781,8.359484994458992e-24,7.872976859117965e-24
1782,6.071899652757736e-15,1.8205959938652897e-14
1783,1.24300363486586e-12,3.671985369800369e-13
1784,4.0514672863783014e-14,3.195834029409741e-14
1785,6.031244597070277e-15,2.804673349640448e-15
1786,3.634213944898004e-17,2.41826209057557e-16
1787,2.6486833637279163e-16,9.027561930900863e-16
1788,7.043503994431642e-20,3.0805818240277003e-19
1789,9.92395833265991e-18,3.5812898715066446e-17
1790,9.274901554888939e-13,6.512458620556277e-13
1791,1.0541240808256639e-17,5.562351414965349e-17
1792,3.466393641100539e-15,5.645952222853826e-15
1793,9.535970344547958e-13,1.2656036101631625e-12
1794,6.668325299301159e-14,1.5095640607664225e-14
1795,2.967140222225019e-18,4.364632679518678e-18
1796,3.1230398650480063e-16,1.2371489152775088e-15
1797,1.61587160746901e-15,6.7287189227294615e-15
1798,1.1561030911043717e-20,1.3599424699518273e-20
1799,6.050008355311084e-17,2.1207347841040211e-16
1800,4.724116310845141e-20,1.712721514153277e-20
1801,6.624542916358488e-14,1.55653707336588e-13
1802,2.97402332249186e-19,8.006659696492286e-19
1803,4.0015004802841966e-15,4.513264456989865e-15
1804,1.1034452719521553e-15,1.960300305689862e-15
1805,2.9311108056640197e-22,8.983534545849825e-22
1806,3.3039693608998837e-15,1.780191512793e-15
1807,3.2665740384740494e-14,4.133419069053172e-14
1808,2.551448840450313e-18,7.679903150652176e-18
1809,1.5651901314802224e-15,6.3259874785244536e-15
1810,1.778484758598383e-11,8.322123163004537e-12
1811,4.040469048680357e-14,2.536935069633024e-14
1812,4.048688223233958e-15,6.602263834688832e-15
1813,4.517285345841236e-19,2.708310297013723e-18
1814,8.317362952776587e-19,3.134802472488205e-19
1815,1.1908717009169914e-19,3.3093097019277785e-20
1816,3.432658654309708e-16,1.7125192186214453e-15
1817,6.450391611084612e-18,1.8659822643354893e-17
1818,2.4751613407838776e-12,8.224014744222082e-13
1819,2.450042774935673e-12,5.683843897081554e-12
1820,1.3471528659986058e-22,1.0783513650744319e-21
1821,3.0685782758782937e-18,1.5946199769669691e-18
1822,3.6978898675242425e-11,4.100196260650652e-11
1823,2.181703464183684e-15,2.0916876946008588e-15
1824,3.903344506442583e-14,7.652935960513405e-14
1825,9.085793237148356e-22,9.0236227720344e-21
1826,3.273144991587156e-19,4.292301465644506e-19
1827,8.660024905832563e-15,1.8509461035637575e-14
1828,5.377610760691609e-13,4.618585585730157e-13
1829,2.8455414231946632e-16,9.504184577762102e-16
1830,1.5693753667395318e-20,3.716649977752674e-20
1831,2.6158469280443395e-17,1.2794354872530133e-17
1832,6.365478022880966e-17,5.860796273254214e-16
1833,1.4544919002341656e-14,2.7373838583763625e-14
1834,1.2410927586441588e-17,7.010932608308308e-17
1835,1.301260260453745e-13,5.163583378687993e-13
1836,1.0829864053318371e-17,5.45956363160136e-18
1837,5.682450902021319e-17,3.9844657004499127e-16
1838,8.611093206231977e-17,1.2114195322814808e-16
1839,3.516172297948672e-17,2.376035319225268e-16
1840,3.0815704346060222e-12,3.4064663100618302e-12
1841,8.291846509478194e-15,2.4699880519325364e-14
1842,5.764801701656806e-16,1.449774484871987e-15
1843,1.488785039013866e-22,5.732901484164723e-22
1844,1.4114295255752808e-15,1.154999645658112e-15
1845,9.358769138994457e-16,1.2935651876848095e-15
1846,1.4794874833013916e-16,7.653874878662281e-16
1847,2.4389736920164866e-15,2.3021548550535337e-15
1848,5.5525540494513535e-15,1.6110430427916316e-14
1849,9.304801490099028e-15,6.60716597638394e-14
1850,4.76854634867248e-15,1.535052618954724e-14
1851,6.968154218115505e-16,6.204296327739936e-16
1852,2.926355530634635e-18,9.953021519029835e-19
1853,1.1526708277579632e-11,1.112686282950914e-11
1854,1.9832244304656872e-17,4.4643117072621806e-17
1855,3.934139688804878e-15,1.8354483313812815e-14
1856,3.412355666273818e-16,7.785392254913394e-16
1857,5.468541686666199e-15,1.3911863381629362e-14
1858,2.2663102927056403e-14,4.036095167146021e-14
1859,1.1008835441032183e-19,9.66121483176122e-19
1860,5.753295008733682e-15,1.068667914505034e-14
1861,1.3726845645195396e-15,2.9016583592868494e-15
1862,3.1359374255198865e-16,1.2418467681416226e-15
1863,6.880248792819966e-15,1.579957827234738e-14
1864,3.084344037965066e-17,5.788784871149871e-17
1865,5.29975353826606e-12,3.7710487511768355e-12
1866,6.167676236149071e-18,1.4579684304910913e-17
1867,7.362467562257985e-15,4.0875715851399867e-14
1868,9.577100776982603e-21,1.3349432443030938e-19
1869,4.8135134527210994e-17,5.505360984873623e-17
1870,5.008907410591606e-18,2.989537461673825e-17
1871,4.54352514161744e-18,8.17052985705995e-18
1872,8.939798207657814e-18,6.692044810959982e-17
1873,7.471488510616516e-15,2.4358797967811482e-15
1874,3.088956774093978e-17,4.4231179378141204e-17
1875,1.9148278051318367e-19,1.6933383352819122e-19
1876,2.001924014001981e-15,4.631024031550877e-16
1877,7.383166496732557e-16,5.220491272642189e-15
1878,1.2563161954681357e-19,1.3991751009937046e-19
1879,1.5980151767116048e-12,7.683982498265892e-13
1880,2.0997921033588446e-16,2.946411468099235e-16
1881,1.2008682990472591e-16,1.7205601854821469e-16
1882,3.7667295490750086e-16,1.5460814043303054e-15
1883,7.217475220936814e-16,2.6635527680804608e-15
1884,4.664206058144445e-18,7.115069196315348e-18
1885,6.054316450242509e-19,2.139720612309021e-18
1886,1.8221874278867282e-15,3.9742517362133106e-15
1887,2.4049997895957158e-15,6.188320784369898e-15
1888,2.373785221143668e-15,4.617167905954739e-15
1889,5.696898180574696e-17,1.385538535144928e-16
1890,4.4755609058914195e-15,4.08219868082412e-15
1891,6.971903017129433e-15,2.8911450077065957e-15
1892,1.193397836990424e-18,5.6905401812468485e-18
1893,8.57174436296629e-14,3.113925920808964e-13
1894,7.871002136918316e-14,1.2444223906938066e-13
1895,4.819901458150022e-15,1.4866096420583918e-14
1896,8.554741120026247e-15,4.433576866865142e-14
1897,3.119847280711968e-19,2.652192096222375e-18
1898,2.9229260067364783e-13,8.560545223318486e-13
1899,1.1192034138667967e-17,5.0039438898736596e-18
1900,1.1522371345629388e-13,2.6137744383760247e-13
1901,1.6957908703620143e-17,6.839733295988967e-17
1902,2.5943718200494597e-19,6.368145632310078e-19
1903,6.056651199499038e-14,1.986970265449002e-14
1904,3.391806773152722e-19,1.5127822535527213e-18
1905,1.257796468654446e-14,2.966618614023296e-14
1906,3.1081806194142107e-15,7.805213919764213e-15
1907,1.9669087551837814e-15,1.5119704110749744e-15
1908,1.450971070150861e-19,4.1191738845839825e-19
1909,1.526476342764911e-14,3.575906895568907e-14
1910,1.759715850446367e-14,1.0098680198529529e-14
1911,3.97905176487743e-13,1.5270213446605072e-12
1912,1.8746557368545055e-19,2.97794645289149e-19
1913,1.0726083872302535e-13,3.370660271293288e-13
1914,1.2749668196453289e-20,5.841382095598317e-20
1915,7.793363360830747e-18,1.96350779469662e-18
1916,2.3444600294664212e-17,9.015541500524636e-17
1917,7.01419918663551e-14,6.744197041320888e-14
1918,2.344795939965897e-16,7.413459066135089e-16
1919,4.077552946556266e-13,5.494306689637648e-13
1920,6.058737693165915e-16,6.336200336123167e-16
1921,6.277009904008667e-19,4.710253960883593e-18
1922,1.3292801964839911e-13,2.1393871728768656e-13
1923,7.614389537870109e-16,3.4272036923528876e-15
1924,6.203303022552812e-16,2.0092587705429004e-15
1925,2.3610477093147803e-21,5.204317676753139e-22
1926,1.086318552265831e-17,4.6513912686796674e-17
1927,2.0041213576239124e-16,1.0198605850375175e-15
1928,2.8577737954539614e-19,1.0429025384027184e-18
1929,2.8047091337441534e-17,6.027812977010332e-17
1930,4.9713449803529476e-17,2.2481907398660773e-16
1931,2.6475506032996207e-16,6.099694366115725e-16
1932,1.5380440265382348e-13,2.2473792722082684e-13
1933,1.055559818113213e-14,1.5397913219495084e-14
1934,4.072335487670738e-16,2.2942314487575484e-15
1935,7.267554272099171e-14,2.758131924828467e-13
1936,1.0034417331823351e-13,1.1110000212521722e-13
1937,4.2707021222040215e-15,9.77136565374424e-15
1938,4.925925758554572e-23,4.365161470719067e-22
1939,3.76490925648261e-20,8.266510663928455e-20
1940,2.1567592108246855e-13,5.111398316223564e-13
1941,1.960434097261755e-12,2.048168524141194e-12
1942,8.338974910837953e-14,1.0908754262403965e-13
1943,1.585185885010032e-14,4.2819940842234514e-14
1944,5.410350515542279e-24,1.3162398972501058e-23
1945,1.9403773004980283e-17,1.0810674574340857e-16
1946,9.231914222508137e-15,7.380682835141312e-15
1947,3.147604001020491e-15,1.6318550427709295e-15
1948,6.446263031320671e-17,1.1123451941899767e-16
1949,1.4466374987553405e-18,2.424960773244391e-18
1950,5.5182801768088406e-18,1.900901969208718e-17
1951,1.8357575781594685e-15,2.601153256705406e-15
1952,4.903016000571787e-14,1.0601889360607839e-14
1953,1.334885373563859e-16,8.1024095350335e-17
1954,9.641191848875827e-14,1.6552334666513783e-13
1955,2.1948783620683763e-13,8.795666545225675e-13
1956,5.151035014051724e-18,1.3840748425997871e-17
1957,1.1000165862741064e-13,1.2013106925400003e-13
1958,7.371063846988256e-12,1.283376343452213e-11
1959,1.516942797609453e-12,2.992486100314956e-12
1960,2.050211421320594e-15,5.0460961824031744e-15
1961,8.412466863779638e-14,3.603486629625797e-13
1962,1.4853378601606662e-13,4.294659378857428e-13
1963,3.3565457337178904e-23,1.4569456592921308e-22
1964,3.791225538498669e-15,1.4824191972053582e-15
1965,6.2687652535103315e-21,3.0340814095667636e-20
1966,1.401410108379176e-15,3.5400776638420584e-15
1967,1.237059679518252e-16,6.410251436038346e-16
1968,1.642945266565422e-19,4.456913276206044e-19
1969,5.717421903011586e-18,2.6039918688939814e-17
1970,5.094434284387854e-20,3.212603414539751e-19
1971,3.4521259695232244e-18,3.664037861160034e-18
1972,5.756296384378401e-14,1.5671916588325278e-14
1973,1.3808614648070054e-16,8.318991125631281e-16
1974,3.28020929115903e-15,1.4919794780433167e-14
1975,1.878906872605282e-16,7.770467988571527e-16
1976,1.6695484842806979e-15,4.3314753782302544e-15
1977,1.993319466943001e-17,5.408135090391947e-17
1978,4.027649267033394e-14,4.841783005320322e-14
1979,5.128736562868201e-15,1.5661754950855662e-14
1980,2.62392471364116e-12,1.4833037720250057e-12
1981,9.809281473867427e-16,6.94926681884061e-16
1982,1.900188755546542e-12,4.135079101055181e-12
1983,9.927905671784048e-15,1.061958175693348e-14
1984,1.6233741873302577e-17,1.9791291041656746e-16
1985,2.9109269815076227e-15,4.295021219497414e-15
1986,2.947906704483253e-13,7.564946865668806e-14
1987,9.887516898321566e-17,5.272375090025538e-16
1988,3.9471877729497964e-17,1.1170513938834512e-16
1989,1.0389259807479021e-15,1.2976684421461153e-15
1990,9.000704029063408e-13,1.055407801155572e-12
1991,1.5313843922446894e-18,3.2942754327664843e-18
1992,9.07261036302147e-16,1.5149702062103132e-15
1993,1.8166750552228582e-12,1.3857058496377803e-12
1994,1.0088609391512019e-15,2.1196223209476246e-15
1995,2.1406996026386843e-16,7.445998748137027e-16
1996,4.051218860542923e-17,2.530131628888593e-17
1997,1.494611013194387e-19,1.126386798385547e-18
1998,8.359508634272099e-16,5.068745379767949e-15
1999,3.3252545337895844e-18,8.36328832732846e-18
2000,2.619257325723442e-16,1.0347153298422028e-15
2001,1.6886250054662392e-21,1.057043271314277e-21
2002,2.1620354266067413e-17,7.782074766717041e-17
2003,1.701778113063694e-21,1.2061471160505604e-20
2004,4.9451048963385815e-15,1.0659849217171644e-14
2005,1.4115760165833163e-15,5.298739571557136e-15
2006,1.7526658475041443e-12,1.411494494501258e-12
2007,9.44499698881945e-13,5.483170497702502e-13
2008,1.567201374106383e-14,1.4798942126495808e-14
2009,8.85660959812311e-20,2.5582894178683298e-20
2010,2.3316366983122788e-14,5.989508302031264e-14
2011,1.2251064963261362e-19,1.15750266399824e-19
2012,1.464444228191866e-17,5.299021376462306e-17
2013,1.4050529792761703e-13,2.679078094983402e-14
2014,2.3036827833712638e-21,1.1271006534848896e-21
2015,3.561324158934756e-17,2.135497813030335e-16
2016,1.1008548415062873e-17,3.6664630599076606e-17
2017,2.266682171127454e-19,3.676044766821134e-19
2018,7.589397412143088e-15,2.9431258629553247e-15
2019,3.661247474561424e-19,5.832857608492943e-19
2020,4.418799696223223e-15,9.533002060504125e-15
2021,8.265325959329425e-15,2.2202610333510445e-14
2022,5.384529805408596e-15,1.0268329371503125e-14
2023,1.1794619281987159e-14,2.222766798452208e-14
2024,1.7394508689867076e-18,8.24260196540537e-18
2025,2.1299006692414924e-18,1.1906313123289218e-18
2026,3.183453401889198e-17,8.718293102872759e-17
2027,5.78563714987464e-16,7.039199792337957e-17
2028,1.259671075842742e-14,5.718558848009093e-15
2029,2.8041198208321604e-19,1.543065767663486e-18
2030,2.150224033824936e-17,6.289354900676553e-17
2031,2.227525276248795e-20,2.14604434377274e-20
2032,2.490261431328812e-13,1.214993387745733e-13
2033,4.828769261805107e-15,4.6655457491620474e-14
2034,5.5112983552961666e-17,2.181380237134209e-17
2035,8.792604582598988e-14,3.374517802744898e-14
2036,1.207206962824537e-19,1.035699490486096e-18
2037,2.42003319456332e-15,2.608308416881259e-15
2038,1.2892566014118707e-20,2.923514601616216e-20
2039,5.520375183608074e-19,1.5771181907194829e-18
2040,4.5111461733401136e-14,2.3344334049866257e-13
2041,8.43456845240871e-15,1.5408254943399135e-14
2042,4.2754564443999746e-13,1.6365991154588572e-13
2043,4.213425882566296e-15,1.30012536004051e-14
2044,1.525278319157812e-14,4.571449604912184e-14
2045,8.805362074708085e-16,1.2250233925299753e-15
2046,5.995916673424553e-15,1.4262976231511246e-14
2047,9.294974726316324e-16,3.765781415829377e-15
2048,3.051750362967534e-14,1.9522224952503293e-14
2049,6.593136595668582e-16,1.3445940569464073e-15
2050,2.287582335035094e-14,7.869185890038197e-14
2051,1.2444818105547217e-17,6.7938823304498234e-18
2052,4.0419745687943924e-13,7.840513377294502e-13
2053,3.2721820192139107e-20,1.0941298180279507e-19
2054,1.3396347137149071e-17,3.248647189434525e-18
2055,4.885236172161992e-18,1.6169068554561186e-18
2056,5.747462686713686e-15,1.623652628438673e-14
2057,5.7713358363526e-17,3.7621170930992474e-16
2058,3.606573682672085e-18,3.827273258842921e-18
2059,1.0235286686946412e-19,9.760681654680963e-20
2060,4.51159733217865e-17,6.975552354469993e-17
2061,1.1823703755860018e-16,2.9813815541552847e-16
2062,1.8188252667786582e-17,4.671304930879984e-17
2063,2.2033987634238603e-15,5.237257600415224e-16
2064,1.111043325498039e-17,1.9832912965037235e-17
2065,1.9101320408076743e-17,2.327631121073443e-17
2066,3.859252321543517e-13,1.1657495372834229e-13
2067,3.180898037279073e-17,2.7367636783887715e-16
2068,5.1788451215289886e-15,9.550033970784514e-15
2069,6.718587758253127e-17,2.2371557296694405e-16
2070,2.815414291328845e-15,1.200294816839652e-14
2071,4.256465406033301e-22,3.2723212335654125e-22
2072,2.158195006310525e-18,2.5263885648738167e-18
2073,4.2866466973373007e-14,1.3120689849396674e-14
2074,2.550410147814502e-19,1.3312630779028805e-18
2075,2.3792019990858637e-17,4.380991380553408e-17
2076,4.389223315089291e-17,1.3385235185123198e-16
2077,1.1525545248309597e-14,7.00472990225012e-14
2078,2.5044729788020696e-18,3.840907156697028e-18
2079,1.8679564141690824e-14,4.0848175815666214e-14
2080,5.455184116702547e-19,2.5081514149097354e-18
2081,2.911049726735084e-11,2.3788705315210735e-11
